label,epoch,node,alloc_m,requested_m,used_m,free_m,pods
periodic_fix200m,1784285398.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,484,15535,8
periodic_fix200m,1784285398.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,350,15435,10
periodic_fix200m,1784285398.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,349,15245,8
periodic_fix200m,1784285400.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,484,15535,8
periodic_fix200m,1784285400.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,350,15435,10
periodic_fix200m,1784285400.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,349,15245,8
periodic_fix200m,1784285402.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,484,15535,8
periodic_fix200m,1784285402.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,350,15435,10
periodic_fix200m,1784285402.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,349,15245,8
periodic_fix200m,1784285404.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,452,15535,8
periodic_fix200m,1784285404.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,370,15435,10
periodic_fix200m,1784285404.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,174,15245,8
periodic_fix200m,1784285406.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,452,15535,8
periodic_fix200m,1784285406.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,370,15435,10
periodic_fix200m,1784285406.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,174,15245,8
periodic_fix200m,1784285408.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,452,15535,8
periodic_fix200m,1784285408.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,370,15435,10
periodic_fix200m,1784285408.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,174,15245,8
periodic_fix200m,1784285410.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,452,15535,8
periodic_fix200m,1784285410.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,370,15435,10
periodic_fix200m,1784285410.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,174,15245,8
periodic_fix200m,1784285412.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,452,15535,8
periodic_fix200m,1784285412.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,340,370,15660,9
periodic_fix200m,1784285412.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,174,15245,8
periodic_fix200m,1784285414.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,452,15535,8
periodic_fix200m,1784285414.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,340,370,15660,9
periodic_fix200m,1784285414.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,174,15245,8
periodic_fix200m,1784285416.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,452,15535,8
periodic_fix200m,1784285416.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,340,370,15660,9
periodic_fix200m,1784285416.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,174,15245,8
periodic_fix200m,1784285418.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,452,15535,8
periodic_fix200m,1784285418.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,370,15435,10
periodic_fix200m,1784285418.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,174,15245,8
periodic_fix200m,1784285420.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,341,15535,8
periodic_fix200m,1784285420.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,351,15435,10
periodic_fix200m,1784285420.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,280,15245,8
periodic_fix200m,1784285422.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,341,15535,8
periodic_fix200m,1784285422.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,351,15435,10
periodic_fix200m,1784285422.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,280,15245,8
periodic_fix200m,1784285424.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,465,341,15535,8
periodic_fix200m,1784285424.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,351,15435,10
periodic_fix200m,1784285424.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,280,15245,8
periodic_fix200m,1784285426.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,240,341,15760,7
periodic_fix200m,1784285426.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,351,15435,10
periodic_fix200m,1784285426.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,280,15245,8
periodic_fix200m,1784285428.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,240,341,15760,7
periodic_fix200m,1784285428.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,351,15435,10
periodic_fix200m,1784285428.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,280,15245,8
periodic_fix200m,1784285430.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,240,341,15760,7
periodic_fix200m,1784285430.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,351,15435,10
periodic_fix200m,1784285430.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-x67l2,16000,755,280,15245,8
periodic_fix200m,1784285432.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-6fl7s,16000,240,341,15760,7
periodic_fix200m,1784285432.274,anhnt550-k8s-knative-em4nvn2znek4-default-worker-6stg6-7r2pm,16000,565,351,15435,10
